;video_id;view_count;like_count;favorite_count;comment_count;positive_score;negative_score;neutral_score;compound_score
86;p0qdFz9-n9E;275784;13599;0;1396;0.10813953488372093;0.031395348837209305;0.8441860465116279;0.03168581395348838
87;eKfu99bhGzk;451474;15724;0;880;0.007255139056831923;0.003325272067714631;0.9851874244256348;0.001319740024183797
88;gqF8c8Rn_nk;542369;25043;0;1937;0.1123335263462652;0.03937463810075275;0.8089171974522293;0.0310172553561088
89;wqkcLN1o8oA;693676;20463;0;1509;0.10274963820549927;0.017366136034732273;0.8234442836468886;0.031269392185238755
90;yGGOVwf-FrQ;615623;22150;0;4531;0.10222626079054975;0.030895047705588367;0.8450704225352113;0.03078600636074504
91;R8U-KA48eP4;732448;33370;0;2526;0.12217795484727756;0.039176626826029216;0.8200531208499336;0.037866666666666604
92;IfzFAxoYnZs;656585;16957;0;1353;0.11831626848691695;0.040955631399317405;0.8225255972696246;0.031040614334470994
93;ofRA993ERE4;1114579;34804;0;1527;0.08550185873605948;0.029120198265179677;0.8605947955390335;0.023615365551425044
94;aL6K_lO9VgE;446185;15402;0;585;0.10176125244618395;0.040117416829745595;0.8287671232876712;0.024854647749510725
95;mOw5x-7xth8;595221;30195;0;1339;0.10240963855421686;0.04685408299866131;0.8253012048192772;0.022468139223560904
96;EeOnfVJSDr8;368919;9858;0;543;0.07283464566929133;0.03740157480314961;0.8681102362204725;0.0174246062992126
97;2xgw6Bz39pg;875248;25379;0;1048;0.10090817356205853;0.022199798183652877;0.858728557013118;0.028203329969727558
98;c10eK84R0as;1385646;48545;0;1864;0.10202746893394375;0.032047089601046436;0.8436886854153042;0.03229659908436883
99;2DlNYID6vHk;368194;8592;0;408;0.099601593625498;0.0199203187250996;0.8446215139442231;0.025972111553784864
100;8W0dWOF6hg0;981662;41602;0;4341;0.1521951219512195;0.03024390243902439;0.8048780487804879;0.053069560975609706
101;m-GGi8Gbfjo;664544;33141;0;3229;0.09781121751025992;0.021203830369357045;0.859781121751026;0.028519767441860445
102;75XygYTxNCE;567464;19007;0;2750;0.0967741935483871;0.025806451612903226;0.8569892473118279;0.0281520430107527
103;Dp1z_fNeKEs;629396;22704;0;866;0.012322858903265557;0.0021565003080714724;0.9818237831176833;0.0033795440542205794
104;tY7qrj32ri0;774209;20895;0;1380;0.11796246648793565;0.021447721179624665;0.8471849865951743;0.03864075067024127
105;qBGBC3VPt9I;1457554;40111;0;3040;0.015390534821085032;0.0026933435936898806;0.9696036937283571;0.004112812620238553
106;Si4jbISiUVw;588715;24307;0;930;0.10647544545849631;0.04041720990873533;0.8374619730551934;0.02872403302911771
107;Cx80XRxyxCI;894727;37998;0;2829;0.11719745222929936;0.022929936305732482;0.8407643312101911;0.038436305732484015
108;ZkBIBhBrOlQ;444218;19821;0;2842;0.10218340611353711;0.021834061135371178;0.8489082969432314;0.032133624454148454
109;h_HDWrPS1hI;545328;15505;0;929;0.12449392712550607;0.020242914979757085;0.8451417004048583;0.03837085020242914
110;TrZ_jwp9lWg;655126;19922;0;682;0.09034653465346534;0.03341584158415842;0.8582920792079208;0.020882425742574273
111;ee0SlrYeKWo;723000;22926;0;1664;0.11217303822937626;0.02716297786720322;0.8395372233400402;0.03498511066398384
112;xdmp4tbCxh8;702789;21398;0;1683;0.08547407753386269;0.028958430639887903;0.8542737038766931;0.02234166277440447
113;HIea8TtLnA8;666563;22457;0;2018;0.12911084043848964;0.025578562728380026;0.8294762484774665;0.042796224116930584
114;POCO6Hs2Spc;607204;22930;0;986;0.10571300044984255;0.03643724696356275;0.8389563652721548;0.028320062977957656
115;fzOVmU7Gb48;951537;26753;0;1156;0.10588235294117647;0.020588235294117647;0.8480392156862745;0.03034833333333336
116;hKJGTCISWUc;461387;23089;0;3473;0.10996119016817593;0.03147908581285037;0.845623113410953;0.03249184993531688
117;8_EEe_doxsA;627040;25036;0;922;0.1091703056768559;0.034934497816593885;0.8234560199625702;0.03177698066126012
118;whjOIh-hPtU;561955;24335;0;1011;0.08482792050412022;0.04168686379059622;0.8540959767329133;0.01763427047988369
119;xZFj72v6ZMQ;801954;22306;0;2937;0.01042929905408683;0.0026679602231384912;0.9825369876303662;0.002458598108173659
120;W2F7zGPwNQI;649502;37774;0;4285;0.10622009569377991;0.03062200956937799;0.8315789473684211;0.030846507177033508
121;Ur-lVD2lITA;788952;34402;0;2346;0.012147505422993492;0.0017353579175704988;0.9813449023861172;0.0029180477223427342
122;usqt2gf2NuM;609806;19473;0;2090;0.0072064434082238235;0.00423908435777872;0.976685036032217;0.0007320474777448072
123;W6T3UK9nxi4;788584;23305;0;1093;0.10922112802148612;0.025962399283795883;0.8424350940017905;0.03297869292748432
124;j0HC-zIAS4E;847316;25025;0;1671;0.10008410428931876;0.03700588730025231;0.8519764507989908;0.024708326324642576
125;O_-ndYYF-d0;687280;24543;0;1282;0.10801630434782608;0.02717391304347826;0.8315217391304348;0.031858559782608674
126;cUSpsf1g_ho;549141;15116;0;1648;0.09865470852017937;0.02914798206278027;0.8542600896860987;0.027152690582959636
127;A66YrnDU928;410395;12993;0;626;0.07572115384615384;0.015625;0.8846153846153846;0.02428906250000001
128;UodT-XwtyXM;673314;19209;0;1008;0.0890909090909091;0.02727272727272727;0.8636363636363636;0.020347999999999998
129;KlNfKWYxBUA;680006;19412;0;706;0.12355848434925865;0.042833607907743;0.8154859967051071;0.03462487644151566
130;VpsbHEQW-9U;499681;23039;0;1506;0.09820485744456177;0.0279831045406547;0.8616684266103485;0.028146251319957717
131;zN3vhLMHUPw;596783;24824;0;1067;0.1072340425531915;0.02893617021276596;0.84;0.03288612765957444
132;W8aqZH83X9I;1292424;27161;0;840;0.015613382899628252;0.0011152416356877324;0.9695167286245353;0.004493531598513011
133;h2iEUEIZlek;1047255;21385;0;1842;0.09355828220858896;0.03425357873210634;0.8496932515337423;0.020069120654396734
134;yyyq0cxLdWQ;617088;16574;0;1034;0.09294660514172709;0.028345418589321027;0.8655240606460118;0.02556664469347393
135;8UZamBr6tgM;623316;16843;0;1167;0.08195848855774349;0.06386375731772219;0.8211814795103779;0.009349760510910063
136;IkJjIWNidb0;1000472;28220;0;841;0.11148648648648649;0.028716216216216218;0.847972972972973;0.030583614864864862
137;Xt_caZPCXL8;711687;28504;0;2270;0.013934726806013934;0.003667033370003667;0.9677301063439677;0.0040035203520352005
138;bWd_Mg4JTK8;1146425;53107;0;2568;0.1163101604278075;0.03074866310160428;0.8449197860962567;0.03670748663101605
139;bfvtfjndz3E;806013;33196;0;1731;0.009138381201044387;0.0034812880765883376;0.974325500435161;0.001800957354221062
140;RPHkCWd76B0;434223;16785;0;574;0.10702054794520548;0.030821917808219176;0.848458904109589;0.030878938356164398
141;7WcQmgxWTXY;617883;26289;0;3435;0.13535031847133758;0.029193205944798302;0.8205944798301487;0.04276475583864107
142;OXpYXTjAqJo;924049;64595;0;4688;0.007961783439490446;0.0019904458598726115;0.9820859872611465;0.0020838375796178345
143;98dvtHjBnLA;488560;19937;0;991;0.113345521023766;0.031687995124923825;0.8397318708104814;0.03180164533820836
144;fRPkCG2NxXM;750071;21521;0;4960;0.12389380530973451;0.033185840707964605;0.8241150442477876;0.038996792035398194
145;j41RlF1Ntf4;548551;22604;0;1883;0.012591389114541024;0.00487408610885459;0.9735987002437043;0.0022735580828594647
146;rn69Y3tHslA;1002154;23446;0;2205;0.08861726508785332;0.029029793735676088;0.852559205500382;0.02312689075630255
147;_gT8KcDgrDk;761311;31744;0;1728;0.08464125560538116;0.034192825112107625;0.8626681614349776;0.01880201793721974
148;iBbl01JtqDU;566997;19310;0;1832;0.1066571224051539;0.030780243378668574;0.8460987831066571;0.03094566929133856
149;eM-wzIE4vKg;991848;27681;0;2730;0.1053921568627451;0.026348039215686275;0.8455882352941176;0.03404987745098031
150;hX-ehcp-Rik;796451;29253;0;1255;0.006441834028040924;0.002652519893899204;0.9776430466085638;0.0009215611974232669
151;eFDjulU_zWg;501313;18030;0;817;0.10306807286673059;0.034036433365292426;0.8485139022051774;0.025699424736337448
152;I_4LSeqGnUk;575320;18925;0;1762;0.10445682451253482;0.033426183844011144;0.8272980501392758;0.029573816155988867
153;2u9fc61w-3Q;79085;3314;0;354;0.1150278293135436;0.02411873840445269;0.8571428571428571;0.03657235621521336
154;RG1BzJ0fqsw;587162;18255;0;1123;0.07929104477611941;0.01585820895522388;0.8880597014925373;0.025896361940298512
155;pSJURGGMfSw;720151;27984;0;1521;0.12362838332114119;0.03218727139722019;0.8178493050475494;0.03758844184345275
156;SZxW3TuduBU;694860;20875;0;1283;0.01065989847715736;0.003299492385786802;0.9819796954314721;0.0018425126903553303
157;EMyPY1GvvDE;2182539;52470;0;2395;0.009706257982120051;0.004086845466155811;0.9742017879948914;0.002251494252873564
158;xlOpZ-ITeD0;503069;22445;0;629;0.08873056994818652;0.03432642487046632;0.8542746113989638;0.01938141191709846
159;UUJ8rHU6Iko;1191283;30658;0;2106;0.10102816271792579;0.03218596334376397;0.8520339740724184;0.02769512740277151
160;R43fzQOkBok;812664;17551;0;1496;0.08970976253298153;0.024406332453825858;0.854221635883905;0.028049208443271748
161;h5_c1H7w9OA;307739;12436;0;844;0.10684474123539232;0.04006677796327212;0.8414023372287145;0.030837896494156938
162;suAq_j7bdqY;540228;23122;0;2273;0.10993657505285412;0.028012684989429177;0.8393234672304439;0.03317473572938686
163;9D8BcU6G2aQ;837177;33133;0;1299;0.08617021276595745;0.043617021276595745;0.8489361702127659;0.013461808510638298
164;ja3-dv9dJWo;1147602;22704;0;858;0.09848484848484848;0.03896103896103896;0.8441558441558441;0.024773268398268412
165;wKKlfsnZOAY;563506;17583;0;2290;0.099644128113879;0.019572953736654804;0.8718861209964412;0.03144501779359431
166;1VNgbxDHxoA;507858;14729;0;1319;0.0785296574770259;0.050960735171261484;0.8596491228070176;0.012656140350877195
167;WW4b-4Gx8dY;1285163;42723;0;2407;0.1029082774049217;0.042505592841163314;0.8316554809843401;0.026938534675615158
168;xpr0RzkXJUg;591769;23129;0;1453;0.09148598625066102;0.03225806451612903;0.8424114225277631;0.02457340031729241
169;RclvhLSrQFA;1058719;22313;0;1176;0.08464223385689354;0.034904013961605584;0.8647469458987783;0.018073211169284474
170;2iEoqztWbZA;681303;21572;0;1333;0.09896729776247848;0.031841652323580036;0.842512908777969;0.027340361445783137
171;HfYZwpnG0J8;557090;15985;0;980;0.07625542467451953;0.03967761934283943;0.8685678859268444;0.014351332920024806
172;tqLqodBr0Vw;1004815;28423;0;1472;0.09908069458631256;0.0296220633299285;0.8559754851889684;0.029043922369765083
173;OtNzONecCSA;640668;22804;0;1000;0.11257376305038584;0.04357694053563323;0.8238765320018157;0.0303940081706763
174;vQaX-eYCs_M;1300430;48214;0;2009;0.08325952170062002;0.029229406554472984;0.870682019486271;0.02215066430469443
175;_IARCYf4MfE;295180;11341;0;1120;0.10912511759172154;0.022577610536218252;0.845719661335842;0.03400065851364063
176;xGnGfR0tD44;433660;18787;0;2128;0.11646586345381527;0.02650602409638554;0.8425702811244979;0.036808995983935715
177;KKiuV4h60Kk;702677;26981;0;1669;0.09872029250457039;0.051188299817184646;0.8391224862888482;0.017689031078610605
178;ug_88WVn4gQ;992726;27340;0;1628;0.09520123839009288;0.02863777089783282;0.8544891640866873;0.028306733746130047
179;ZHkEXtilcpg;693430;25738;0;1510;0.1142578125;0.0224609375;0.845703125;0.03900634765625001
180;D31XjOFoPAw;992606;27329;0;2301;0.08222490931076179;0.03869407496977025;0.8609431680773881;0.01425586457073761
181;6XuyO4ROsQw;608918;20041;0;1281;0.11555555555555555;0.037333333333333336;0.8222222222222222;0.030116977777777797
182;3w_hUcwr8TE;1063164;27518;0;2215;0.1243432574430823;0.03064798598949212;0.8323117338003503;0.03748734676006992
183;IhFeJspakDk;527902;19799;0;1393;0.10876451953537487;0.042238648363252376;0.8363252375923971;0.027514783526927142
184;-nJ5jUqRqMg;1003965;30111;0;1801;0.11000474158368895;0.030346135609293504;0.8440018966334756;0.032551256519677545
185;WuNObyDPkRw;630980;12597;0;1460;0.1875;0.041666666666666664;0.71875;0.06188020833333335
186;Gr3SpnSZOnw;1209775;27966;0;2523;0.13957055214723926;0.029141104294478526;0.7960122699386503;0.042467638036809856
187;zR0OnzR-oUE;537075;15758;0;1256;0.09239940387481371;0.03353204172876304;0.8561847988077497;0.02353435171385992
188;yKbhQv4Evwk;599539;23477;0;1044;0.10158730158730159;0.03333333333333333;0.8301587301587302;0.028556031746031767
189;Aqro2sFwA0w;491998;21665;0;556;0.10571923743500866;0.024263431542461005;0.854419410745234;0.032794974003466204
190;AWeURu8jQeY;372893;10888;0;455;0.0712401055408971;0.0395778364116095;0.8713720316622692;0.012680343007915578
191;O2yp8FR4XXg;1082166;32835;0;2570;0.011494252873563218;0.0019704433497536944;0.9766830870279146;0.004369359605911328
192;HsIf_f63QYU;791938;31245;0;1874;0.11439732142857142;0.04631696428571429;0.8225446428571429;0.026907421874999938
193;8kQ7_BXoQ5M;655007;19631;0;2004;0.08891013384321224;0.019120458891013385;0.8718929254302104;0.027357456978967517
194;9BKwK97R0Hk;727463;31404;0;1872;0.10513833992094862;0.043478260869565216;0.8403162055335969;0.02324766798418973
195;Gkh2EqJAhN0;682986;47977;0;2587;0.2361963190184049;0.010224948875255624;0.7341513292433538;0.09672832310838417
196;AOGx428D_WU;917054;20932;0;1136;0.09504373177842565;0.03323615160349854;0.8367346938775511;0.024196618075801726
197;fpocukZN6KY;483803;19434;0;1571;0.10104529616724739;0.041811846689895474;0.8118466898954704;0.02282288037166087
198;lKdD9cPaFZo;3992807;76133;0;3479;0.10427807486631016;0.02406417112299465;0.8636363636363636;0.034806684491978615
199;0e0TJskjhmk;972791;49798;0;5609;0.08144519289650949;0.04102878138395591;0.868952847519902;0.017809797917942453
200;--zzdKzH4OQ;396677;17519;0;966;0.01048951048951049;0.0021853146853146855;0.9733391608391608;0.0032676136363636366
201;6c7TGhvrAzQ;510914;25037;0;1111;0.07677902621722846;0.03745318352059925;0.8698501872659176;0.019290636704119853
202;Plw0e_nFtuc;920644;32977;0;3647;0.11571428571428571;0.03428571428571429;0.8285714285714286;0.03455385714285717
203;eMu0AkOaRJI;482859;17697;0;2172;0.09993906154783669;0.029859841560024376;0.8598415600243754;0.029634856794637395
204;UF3p7nFcItk;717796;13067;0;900;0.08108108108108109;0.06906906906906907;0.8258258258258259;0.010451051051051053
205;xgVzx0vq-Iw;667109;16441;0;1313;0.06573589296102385;0.04072134962187318;0.8598022105875509;0.009396393251890633
206;eRFAUYRF3yY;668006;20400;0;1087;0.08132530120481928;0.05220883534136546;0.8473895582329317;0.011919879518072284
207;6R6999VZKPc;636190;26679;0;1529;0.10441767068273092;0.03681392235609103;0.8386880856760375;0.026178647925033452
208;PgjyyTRg_rs;588500;32354;0;1718;0.1103448275862069;0.026600985221674877;0.8448275862068966;0.03362133004926104
209;1_f1IcESMzs;499562;21547;0;599;0.11936036550542548;0.03997715591090805;0.8195316961736151;0.032538777841233525
210;0hgAA88ESnc;1025894;33469;0;2408;0.1164021164021164;0.03222703222703223;0.8364598364598365;0.0338656084656084
211;gBsZt0n-wb4;97109;4413;0;358;0.11518324607329843;0.038394415357766144;0.8324607329842932;0.0295937172774869
212;aZdR3TJRtX8;448183;20580;0;601;0.093603744149766;0.029641185647425898;0.8564742589703588;0.025142043681747266
213;xiG-X9pCSnw;562779;26290;0;1030;0.010738831615120275;0.002147766323024055;0.9810996563573883;0.002930841924398626
214;WTXwUO41V40;536246;22032;0;1225;0.09644670050761421;0.03350253807106599;0.8477157360406091;0.022925989847715728
215;EdVy2Inkb84;619996;21733;0;960;0.08968177434908389;0.04243008678881389;0.8524590163934426;0.020316779170684675
216;aw2f2rmMJmI;723996;18183;0;1022;0.07455890722822994;0.03016505406943654;0.8668184405236198;0.017504268639726817
217;7NjfdOEbk7Q;341892;9874;0;416;0.10787671232876712;0.0410958904109589;0.821917808219178;0.02783681506849315
218;lvQYpY-aZGw;1919725;127247;0;15561;0.12380952380952381;0.08;0.7847619047619048;0.01757314285714286
219;hb4ymmj1bbs;647095;27642;0;1608;0.11641791044776119;0.023880597014925373;0.844776119402985;0.037369651741293544
220;PqzmrKMcSe0;470643;16029;0;1126;0.07493540051679587;0.040051679586563305;0.8178294573643411;0.015597028423772606
221;UqVsjXtazF4;348316;7071;0;599;0.1111111111111111;0.037037037037037035;0.7962962962962963;0.03345925925925925
222;TKw4P80W06A;467504;15687;0;1132;0.1179985063480209;0.03659447348767737;0.8259895444361464;0.03075519044062734
223;NL-c3Hy_vdk;609443;23433;0;1494;0.1333955223880597;0.04011194029850746;0.808768656716418;0.038944309701492555
224;hU1xcjmf5m4;443651;15879;0;982;0.10128458498023715;0.03705533596837945;0.8409090909090909;0.02577979249011853
225;DIOCRHp9K2g;662999;21815;0;1462;0.10584958217270195;0.04178272980501393;0.8342618384401114;0.02842339832869082
226;VmSSZvXh7r4;574020;15764;0;767;0.08753943217665615;0.032334384858044164;0.8596214511041009;0.020065299684542584
227;t_Z2yVnj0yQ;646391;22306;0;607;0.0951683748169839;0.04148365056124939;0.8521229868228404;0.020033674963396773
228;VqcOmxZCYnc;344648;12288;0;992;0.07894736842105263;0.02894736842105263;0.8598684210526316;0.020424407894736856
